date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:44:29	2441/2441	---M-Z	200	added ('OK')	text/xml	etag:%2244-1661132669;gz%22	https://danielbiller.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fdanielbiller.com%2F%3Frara-portfolio%3Dvirtual-memory-simulator&format=xml	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/indexda39.php	(from https://danielbiller.com/?rara-portfolio=virtual-memory-simulator)
21:44:29	16599/16599	---M--	200	added ('OK')	image/png	etag:%2240d7-5f6ff743-0;;;%22	https://danielbiller.com/wp-content/uploads/2020/09/Virtual-Mem-Icon-782x700.png	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/wp-content/uploads/2020/09/Virtual-Mem-Icon-782x700.png	(from https://danielbiller.com/?rara-portfolio=virtual-memory-simulator)
21:44:30	87005/87005	---M--	200	added ('OK')	image/png	etag:%22153dd-5f701d28-0;;;%22	https://danielbiller.com/wp-content/uploads/2020/09/desk-1.png	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/wp-content/uploads/2020/09/desk-1.png	(from https://danielbiller.com/?rara-portfolio=virtual-memory-simulator)
21:44:30	79303/79303	---M--	200	added ('OK')	image/png	etag:%22135c7-5f7019f2-0;;;%22	https://danielbiller.com/wp-content/uploads/2020/09/a-1024x320.png	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/wp-content/uploads/2020/09/a-1024x320.png	(from https://danielbiller.com/?rara-portfolio=virtual-memory-simulator)
21:44:30	83605/83605	---M--	200	added ('OK')	image/png	etag:%2214695-5f701a00-0;;;%22	https://danielbiller.com/wp-content/uploads/2020/09/b-1024x307.png	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/wp-content/uploads/2020/09/b-1024x307.png	(from https://danielbiller.com/?rara-portfolio=virtual-memory-simulator)
21:44:30	84293/84293	---M--	200	added ('OK')	image/png	etag:%2214945-5f701bac-0;;;%22	https://danielbiller.com/wp-content/uploads/2020/09/c-1024x305.png	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/wp-content/uploads/2020/09/c-1024x305.png	(from https://danielbiller.com/?rara-portfolio=virtual-memory-simulator)
21:44:30	4764/4764	---M--	200	added ('OK')	image/gif	etag:%22129c-5f6ffecb-0;;;%22	https://danielbiller.com/wp-content/uploads/2020/09/ezgif.com-resize-2-367x252.gif	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/wp-content/uploads/2020/09/ezgif.com-resize-2-367x252.gif	(from https://danielbiller.com/?rara-portfolio=virtual-memory-simulator)
21:44:31	84481/84481	---M--	200	added ('OK')	image/png	etag:%2214a01-5f701bbb-0;;;%22	https://danielbiller.com/wp-content/uploads/2020/09/d-1024x302.png	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/wp-content/uploads/2020/09/d-1024x302.png	(from https://danielbiller.com/?rara-portfolio=virtual-memory-simulator)
21:44:31	763/763	---M--	200	added ('OK')	application/json	etag:%2245-1661132671;;;%22	https://danielbiller.com/index.php?rest_route=/wp/v2/rara_portfolio_categories/8	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/index3fa0.json	(from https://danielbiller.com/?rara_portfolio_categories=hardware)
21:44:31	7756/7756	---MCZ	200	added ('OK')	application/rss+xml	etag:%22f9725fa40fac9625bbca9a7ee027154e%22	https://danielbiller.com/?feed=rss2&rara_portfolio_categories=hardware	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/index9015.html	(from https://danielbiller.com/?rara_portfolio_categories=hardware)
21:44:31	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202022%2001:44:31%20GMT	https://danielbiller.com/e	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/e	(from https://danielbiller.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.6.2)
21:44:33	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202022%2001:44:32%20GMT	https://danielbiller.com/Trident/	C:/My%20Web%20Sites/Portfolio%20Site%20Backup/danielbiller.com/Trident/index.html	(from https://danielbiller.com/wp-content/plugins/raratheme-companion/public/js/fontawesome/all.min.js?ver=6.1.1)
